"date","asplanchna","asterionella","brachionus","diatom_chain","dinobryon","eudiaptomus","kellikottia","keratella_quadrata","nauplius","polyarthra","rotifers","synchaeta","ceratium","cyclops","fragilaria","keratella_cochlearis","paradileptus","bosmina","daphnia","trichocerca","conochilus","diaphanosoma","uroglena","leptodora","chaoborus","aphanizomenon","cluster_1","cluster_2","cluster_3","cluster_4","cluster_5","cluster_6","cluster_7","cluster_8","diatom","ciliate","mean_temp","cv_temp_day","cv_temp_depth","mean_condF","cv_condF_day","cv_condF_depth","mean_o2","cv_o2_day","cv_o2_depth","mean_o2ppm","cv_o2ppm_day","cv_o2ppm_depth","mean_ph","cv_ph_day","cv_ph_depth","mean_chla","cv_chla_day","cv_chla_depth","mean_turb","cv_turb_day","cv_turb_depth","mean_phycoer","cv_phycoer_day","cv_phycoer_depth","mean_par","cv_par_day","cv_par_depth","mean_phy","cv_phy_day","cv_phy_depth","mean_cloud_cover","mean_global_radiation","atmospheric_pressure_max","atmospheric_pressure_min","atmospheric_pressure_mean","temp_max","temp_min","temp_mean","precipitation_tot","rel_air_humidity_max","rel_air_humidity_min","rel_air_humidity_mean","sunshine_duration","windspeed_mean","windspeed_max","wind_direction_mean","mean_global_radiation_GR","atmospheric_pressure_max_GR","atmospheric_pressure_min_GR","atmospheric_pressure_mean_GR","temp_max_GR","temp_min_GR","temp_mean_GR","precipitation_tot_GR","rel_air_humidity_max_GR","rel_air_humidity_min_GR","rel_air_humidity_mean_GR","windspeed_mean_GR","windspeed_max_GR","wind_direction_mean_GR","sample","Nitrat","Nitrit","Ammonium","oP","TP","TN","TOC","mean_thermocline_depth","cv_thermo","mean_schmidt","cv_schmidt","mean_epi_temp","cv_epi_temp","mean_mixed_layer_depth","cv_mixed_layer_depth","ml_irradiance","mean_oxycline_depth","cv_oxycline_depth"
2020-10-08,0.00027777777777777,0.00041666666666666,0.00354166666666667,0.00020833333333333,0.0419444444444444,0.00743055555555555,0.00645833333333333,0.00180555555555556,0.0522222222222222,0,0.0375,0.00069444444444444,0.001875,0.0449305555555556,0.000625,0.00201388888888889,0.00194444444444445,0.00020833333333333,0.00375,0.00097222222222222,0,0.00486111111111111,0.00097222222222222,0.00020833333333333,0,0.00777777777777778,0.124305555555556,0.0602777777777778,0.0589583333333333,0.0538888888888889,0.0241666666666667,0.00902777777777778,0.00548611111111111,0.00090277777777777,0.0120138888888889,0.00381944444444444,16.0219348591549,0.00507710879132849,0.00327422026174595,0.35656161971831,0.00200511222624964,0.00198381767028184,86.6836971830986,0.0368946216296932,0.0133267248777334,8.09489436619718,0.0360209374143459,0.0128995629911041,8.83255457746479,0.0234491205529545,0.00178153074836978,15.5507042253521,0.188682624678356,0.0931740474427255,-0.228697183098592,-0.457762972424662,-1.48611258420544,NA,NA,NA,6.90616197183099,2.41390063749799,1.00737833882673,10.2406690140845,0.0964531339777484,0.175142746495663,63,144,959.3,956.5,958.2,17.2,7.9,12,0,93.6,52.4,76.7,7,1.8,3.6,208,147.601398601399,973.7,970.6,972.532867132867,17.2,10.1,13.0370629370629,0.1,100,55,83.9510489510489,2.63986013986014,5.6,170.111888111888,"three",1.308,31,42.7,3.625,16,2.092,NA,11.2122079875776,0.0441884004573983,535.321688675187,0.0209675941395341,15.829540291026,0.015313811185734,9.575,0.0309563504979433,11.6094139435785,11.0375,0.0309853153078767
2020-10-09,0.00041666666666666,0.00194444444444445,0.00298611111111111,0.00027777777777777,0.0684027777777778,0.00576388888888889,0.00659722222222222,0.00180555555555556,0.0386805555555555,6.94444444444446e-05,0.0406944444444444,0.00076388888888889,0.00402777777777778,0.0504166666666667,0.00034722222222222,0.00298611111111111,0.00236111111111111,6.94444444444446e-05,0.00375,0.00173611111111111,0.00055555555555555,0.00319444444444445,0.00256944444444444,0,0,0.02125,0.138125,0.0775,0.0651388888888889,0.0579166666666667,0.0274305555555556,0.0118055555555556,0.00534722222222222,0.00048611111111111,0.0145833333333333,0.00638888888888889,15.9794295774648,0.00457716004849547,0.00555861902800645,0.355987676056338,0.00163395228665937,0.00271227758266522,90.6627816901408,0.0378517205518747,0.0185380189489388,8.47394366197183,0.0369832478789212,0.0182591696093223,9.05527816901408,0.004791736249886,0.00252084118114714,19.6265845070423,0.177762342384369,0.101464637339955,-0.257746478873239,-0.2021330395134,-0.76235325585329,NA,NA,NA,7.07077464788732,2.12223821756239,-0.730661886466007,12.5107394366197,0.121930908674017,0.190682637712636,46,141,958,955.7,956.8,18.1,9.3,12.9,0,94.6,60.1,81.9,6.5,1.2,3,236,149.868055555556,972.3,969.7,970.98125,18.4,10.8,13.9138888888889,0,100,68,89.8333333333333,2.08333333333333,4.6,180.034722222222,NA,NA,NA,NA,NA,NA,NA,NA,11.0050854589493,0.0333892026583336,530.108735781423,0.0233349653494529,15.8461657742524,0.0141784534632662,9.475,0.0503792972381564,15.4227153906656,11.1375,0.0287708168108488
2020-10-10,0.00055555555555555,0.00201388888888889,0.00340277777777778,0.00013888888888888,0.0794444444444445,0.00743055555555556,0.00673611111111111,0.00194444444444445,0.0323611111111111,6.94444444444446e-05,0.0399305555555556,0.00013888888888888,0.00229166666666667,0.0476388888888889,0.00055555555555555,0.00298611111111111,0.00333333333333333,6.94444444444446e-05,0.00409722222222223,0.00131944444444445,0.00027777777777777,0.00236111111111111,0.00145833333333333,0.00027777777777777,0.00013888888888888,0.0113194444444444,0.101805555555556,0.0569444444444444,0.0620833333333333,0.0553472222222222,0.0266666666666667,0.0118055555555556,0.00569444444444444,0.00048611111111111,0.00972222222222222,0.00798611111111111,15.9910017605634,0.00337820660547931,0.00492540249829576,0.355778169014084,0.00189499796747437,0.00176143625071158,93.4596302816901,0.0158820580675082,0.0321411607765892,8.73697183098592,0.0154881679870961,0.0302120065904197,9.08742605633803,0.00258202724399411,0.00448139865756127,21.6522887323944,0.162280030945923,0.115957769752396,-0.207218309859155,-0.184340464888549,-1.08113745609891,NA,NA,NA,-1.21056338028169,-2.698858786099,-0.0149025200148555,13.7605633802817,0.111928658826796,0.203728501348224,96,38,958.1,954.6,956.8,13.2,7.3,10.1,8.6,97.5,72.1,88,0,1.8,3.3,249,40.3426573426573,972.5,968.8,971.137062937063,13.7,8.5,11.306993006993,15.5,100,81,94.6713286713287,1.95454545454545,6.2,204.027972027972,NA,NA,NA,NA,NA,NA,NA,NA,11.9473675171074,0.0294216631151024,531.143780878404,0.0157128144733714,15.3594332539176,0.0096190219500524,8.825,0.0695226912877132,1.8803077486507,10.7125,0.0225573993319383
2020-10-11,0.000625,0.00291666666666667,0.00340277777777778,0.00041666666666666,0.0653472222222222,0.00881944444444444,0.005,0.00222222222222222,0.0372222222222222,6.94444444444446e-05,0.0489583333333333,0.00041666666666666,0.003125,0.0586805555555555,0.00027777777777777,0.00333333333333333,0.003125,6.94444444444446e-05,0.00388888888888889,0.00159722222222222,6.94444444444446e-05,0.00270833333333333,0.00125,0.00131944444444444,0.00034722222222222,0.00777777777777778,0.103819444444444,0.0552777777777778,0.05375,0.0564583333333333,0.0224305555555556,0.00916666666666667,0.00652777777777778,0.00076388888888889,0.00965277777777778,0.00652777777777778,15.8028265111502,0.00428062408047998,0.00166893513417517,0.353818857589984,0.00114346818941919,0.00174340465968129,93.575510807903,0.0118010492974453,0.0119268739220615,8.78538732394366,0.0103362345336762,0.0111694641621763,9.09992446694053,0.00152261693506873,0.00161293426220653,22.5976648082942,0.141259822920866,0.0896403930125139,-0.168561717527387,-0.145844285314035,-1.29383369269242,NA,NA,NA,1.80432316118936,5.38086117186127,0.370252879661266,14.6512568466354,0.0620514546327312,0.188443874874992,96,89,956.7,953.4,955,9.8,3.8,6.9,3.2,98.4,57.3,84.6,2.4,1.2,2.8,320,104.916666666667,971.4,967.8,969.536805555556,10.4,6.4,8.24027777777778,0.9,100,66,90.0555555555556,2.02777777777778,5.5,213.152777777778,NA,NA,NA,NA,NA,NA,NA,NA,11.8356104076326,0.0490138526163406,509.117290676313,0.0110119879089038,15.2791860914189,0.0192020588317786,8.4,0.0639510057039563,10.1074098694123,10.35,0.0287545433485157
2020-10-12,0.00013888888888888,0.00222222222222222,0.00236111111111111,0,0.0531944444444444,0.00631944444444444,0.00638888888888889,0.00291666666666667,0.0420833333333333,6.94444444444446e-05,0.045,0.00041666666666666,0.00284722222222222,0.0472222222222222,0.00020833333333333,0.00215277777777778,0.00180555555555556,0.00013888888888888,0.00368055555555556,0.00069444444444444,0.00020833333333333,0.00256944444444444,0.00145833333333333,6.94444444444446e-05,6.94444444444446e-05,0.00423611111111111,0.0876388888888889,0.0461805555555556,0.0511805555555556,0.0572916666666667,0.0227777777777778,0.00756944444444445,0.00513888888888889,0.00048611111111111,0.00944444444444445,0.00611111111111111,15.5030792253521,0.00638020903909199,0.000720398344435224,0.352834507042253,0.000626364625854909,0.00138092815028163,90.5654929577465,0.011881567638955,0.0038911832202929,8.56091549295775,0.0142253287441925,0.00302470535353608,9.0646426056338,0.00152000398376122,0.000429131470104585,20.3195422535211,0.0991652006867864,0.0695019468125779,-0.228345070422535,-0.098327207814525,-0.881533889289175,NA,NA,NA,-0.632042253521127,-6.15598803686886,12.25324542753,12.7744718309859,0.0617047750848922,0.197250928382365,92,63,956.2,951.1,954.5,8.6,3.3,6,0,99.3,62.2,86.5,0.1,1,1.8,333,56.6319444444444,970.7,965.6,969.078472222222,9.2,4.4,7.18125,0,100,78,92.2361111111111,1.97083333333333,4.4,156.659722222222,NA,NA,NA,NA,NA,NA,NA,NA,11.8940028834467,0.0313671767766551,484.019305375759,0.0175842070362085,14.9998907153522,0.0120737271826882,8.8625,0.0742209391515382,3.66769653152532,10.6375,0.0398640251980903
2020-10-13,0.00041666666666666,0.00104166666666667,0.00375,0.00034722222222222,0.0529861111111111,0.00722222222222222,0.00631944444444445,0.00166666666666667,0.0427777777777778,6.94444444444446e-05,0.0424305555555555,0.00055555555555555,0.00222222222222222,0.0422222222222222,0.00048611111111111,0.00291666666666667,0.00201388888888889,0,0.00381944444444444,0.00111111111111111,0.00055555555555555,0.00402777777777778,0.00104166666666667,0.00020833333333333,0,0.00486111111111111,0.0784027777777777,0.0409722222222222,0.0445833333333333,0.0478472222222222,0.0188194444444444,0.00840277777777777,0.00534722222222222,0.00055555555555555,0.00763888888888889,0.00527777777777778,15.1837764084507,0.00402442167053279,0.00128606359973521,0.352012323943662,0.000673414450540492,0.00156709198485292,90.3876408450704,0.0171827305561153,0.00804234052240235,8.59894366197183,0.0170740158529136,0.00786684231025228,9.06147711267606,0.00222076398775294,0.000960858129252504,19.5867957746479,0.146709128514594,0.078512896393136,-0.225704225352113,-0.142446109445661,-0.862900875940296,NA,NA,NA,0.944366197183098,6.78979552502584,0.30655615787026,12.0459507042254,0.100196574543792,0.194884319753678,75,129,951,945.1,947.2,10.9,3.7,6.4,0,99.2,51.3,79.5,6.3,1.9,3,52,126.006993006993,965.4,959.3,961.673426573427,11.5,4.4,7.71048951048951,0,100,57,85.2937062937063,2.14965034965035,6.2,178.251748251748,NA,NA,NA,NA,NA,NA,NA,NA,12.0115344881078,0.047508937145813,455.717346128904,0.0164011860353978,14.7100311156492,0.0175516873111758,9.125,0.0308577743161284,5.08337654339032,10.95,0.0253649342403439
2020-10-14,0.00027777777777777,0.00111111111111111,0.003125,0.00027777777777777,0.0602083333333333,0.00743055555555556,0.00673611111111111,0.00298611111111111,0.0439583333333333,6.94444444444446e-05,0.0475694444444444,0.00041666666666666,0.00263888888888889,0.0526388888888889,0.00041666666666666,0.00291666666666667,0.00201388888888889,6.94444444444446e-05,0.00402777777777778,0.00118055555555556,0.00027777777777777,0.003125,0.00090277777777777,6.94444444444446e-05,0,0.00736111111111112,0.0686805555555556,0.0358333333333333,0.0452083333333333,0.0516666666666667,0.0196527777777778,0.00631944444444445,0.00534722222222222,0.00069444444444444,0.00826388888888889,0.00506944444444444,14.8972183098592,0.00417891270198136,0.00157046422067983,0.350714788732394,0.00167225758075581,0.0018015031556101,90.0858274647887,0.0232391886243327,0.00360290568952732,8.61320422535211,0.0230416311030249,0.00282410491796966,9.05919366197183,0.0027689122064797,0.000534212868280717,19.1077464788732,0.154324201416895,0.0813918312660141,-0.198415492957746,-0.177540862311453,-1.07354954343314,NA,NA,NA,7.88362676056338,2.14110993644612,0.132439423609699,12.1734154929577,0.110099492328424,0.193248584442867,63,147,947.1,945.7,946.4,10.7,3.3,6.4,0,93.6,50.1,77.4,6.8,2.9,4,48,166.75,961.9,960,960.9125,11.4,4.8,7.85277777777778,0,100,60,82.8541666666667,2.94444444444444,7.6,152.194444444444,NA,NA,NA,NA,NA,NA,NA,NA,12.3435077776632,0.0585845854200693,431.398471959332,0.00911118465820484,14.2451377792758,0.0165302359440397,8.75,0.0496283564198226,16.4013678519293,10.65,0.0166461081770501
2020-10-15,0.00013888888888888,0.00159722222222222,0.00319444444444444,6.94444444444446e-05,0.0446527777777778,0.00604166666666667,0.00618055555555556,0.00145833333333333,0.0397916666666667,0.00020833333333333,0.0503472222222222,0.00041666666666666,0.00208333333333333,0.0415277777777778,0.00055555555555555,0.00201388888888889,0.00215277777777778,6.94444444444446e-05,0.00159722222222222,0.00104166666666667,0.00041666666666666,0.00291666666666667,0.00083333333333333,0.00013888888888888,0,0.00222222222222222,0.0934722222222222,0.0486805555555556,0.0599305555555556,0.0689583333333333,0.0253472222222222,0.00861111111111111,0.00506944444444444,0.000625,0.0107638888888889,0.00673611111111111,14.6215475352113,0.00667928249145162,0.000267443723045003,0.349295774647887,0.00105523287777703,0.00136824007167461,89.8555985915493,0.00996215895122003,0.00157477613801672,8.65985915492958,0.00984330207362938,0.00211654000612118,9.25802992957746,0.0224537943995727,0.000191916049507016,20.7052816901408,0.0921372226475644,0.0688871330801949,-0.341901408450704,-0.492359100468851,-0.83762481884999,NA,NA,NA,-1.00792253521127,-3.94007154423753,0.0337020192104369,12.3082746478873,0.0855362011183768,0.190472593973796,100,25,949.8,946.3,947.9,6.8,4.6,5.7,1.3,97,80.5,89.3,0,1.5,3.3,32,33.4545454545455,964.3,960.8,962.402097902098,8.1,6.7,7.28321678321678,1.2,100,85,92.8461538461538,2.53146853146853,4.6,221.503496503497,"three",1.31,32,13.2,1.5,17.8,1.569,NA,12.1237308941091,0.0493472043335946,409.411226409941,0.0253564065437073,14.1494197272054,0.0140450162402,9.05,0.0627851043452291,2.49531090160271,10.9375,0.0206980231728855
2020-10-16,0.00013888888888888,0.00111111111111111,0.00305555555555556,0.00027777777777777,0.0493055555555556,0.00625,0.005625,0.00180555555555556,0.0351388888888889,0.00013888888888888,0.0584722222222222,0.00041666666666666,0.00180555555555556,0.0445138888888889,0.00034722222222222,0.00166666666666667,0.00201388888888889,6.94444444444446e-05,0.00326388888888889,0.00111111111111111,0.00013888888888888,0.00340277777777778,0.00055555555555555,0.00013888888888888,6.94444444444446e-05,0.00194444444444444,0.0961805555555556,0.0459722222222222,0.0550694444444444,0.0721527777777778,0.0276388888888889,0.00916666666666666,0.00618055555555555,0.00041666666666666,0.00847222222222223,0.006875,14.3954084507042,0.000679581760645661,0.000875825759808733,0.348195171026157,0.00115345945465668,0.00171786458327957,88.9241448692153,0.0147585356958513,0.00456652578217713,8.60945674044266,0.0142660346605951,0.00543651478751288,9.45677867203219,0.00176068105203105,0.000525980357947956,19.2623742454728,0.170330628312803,0.0798710299491267,-0.446076458752515,-0.0771409297027098,-0.42834749120882,NA,NA,NA,0.152313883299799,33.4546815996808,-0.341486086682711,12.6853118712274,0.0919412517255708,0.197059391186482,100,35,953,949.8,951.5,8.2,5.7,7,6.5,98.7,85.2,95.3,0,0.8,2.8,37,45.9166666666667,967.5,964.2,966.016666666667,9.2,6.4,8.07916666666667,2.2,100,93,99.1111111111111,1.56388888888889,4,166.472222222222,NA,NA,NA,NA,NA,NA,NA,NA,12.3532890630993,0.0567761102139543,391.759599896629,0.00773756562490795,13.9698819589568,0.0162077967756661,9.77857142857143,0.0444641703770673,4.00322361976508,11.3142857142857,0.0307987649435618
2020-10-17,6.94444444444446e-05,0.00131944444444445,0.00333333333333333,0.00027777777777777,0.0542361111111111,0.006875,0.00555555555555556,0.00194444444444445,0.0352777777777778,0.00013888888888888,0.0611111111111111,0.00041666666666666,0.0025,0.0349305555555555,0.00048611111111111,0.00222222222222222,0.00152777777777778,0,0.0025,0.00111111111111111,0.00027777777777777,0.00215277777777778,0.00125,0,0,0.0025,0.0963194444444444,0.0456944444444444,0.0549305555555556,0.0733333333333333,0.0270833333333333,0.0102083333333333,0.00541666666666667,0.00069444444444444,0.0104166666666667,0.00631944444444445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,67,955.1,952,953.1,9.2,5.5,7.1,0.5,97.1,68.7,88.2,0.7,1.4,2.7,39,69.4265734265734,969.6,966.4,967.607692307692,10.2,7.2,8.62937062937063,0.2,100,75,91.4545454545455,2.18881118881119,3.8,236.174825174825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-18,0.00013888888888888,0.00131944444444445,0.00430555555555555,0.00013888888888888,0.0661805555555555,0.0095138888888889,0.00625,0.00298611111111111,0.0350694444444444,6.94444444444446e-05,0.0599305555555556,0.00041666666666666,0.00243055555555556,0.0455555555555556,0.00034722222222222,0.00305555555555556,0.00173611111111111,0,0.00298611111111111,0.00173611111111111,0.00013888888888888,0.00243055555555556,0.00090277777777777,0.00027777777777777,0,0.0116666666666667,0.106736111111111,0.0520138888888889,0.0551388888888889,0.0786805555555556,0.0301388888888889,0.0108333333333333,0.005625,0.00034722222222222,0.0115277777777778,0.00798611111111112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,89,958.1,955,956.9,10.7,5.4,7.5,0,93.8,56.6,80.6,1.2,0.8,1.5,22,106.618055555556,972.7,969.6,971.377777777778,11.6,7.2,8.94791666666667,0,99,63,87.2847222222222,1.7625,3.3,266.722222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-19,0.00013888888888888,0.00152777777777778,0.00694444444444445,0.00020833333333333,0.0625694444444445,0.00972222222222222,0.00868055555555556,0.00319444444444445,0.03625,0.00034722222222222,0.0638194444444445,0.00027777777777777,0.00201388888888889,0.0468055555555556,0.00048611111111111,0.00319444444444444,0.00201388888888889,6.94444444444446e-05,0.00388888888888889,0.00194444444444444,6.94444444444446e-05,0.00347222222222222,0.00069444444444444,0.00020833333333333,0,0.013125,0.101319444444445,0.0547222222222222,0.0559722222222222,0.0790277777777778,0.0278472222222222,0.0104861111111111,0.00375,0.00090277777777777,0.0113194444444444,0.00604166666666667,13.9902253521127,0.00234298826960722,0.00291415358012084,0.346429577464789,0.000603485430263456,0.00225657035450186,89.3939084507042,0.0194760801243833,0.0101001300469649,8.73239436619718,0.0182255685587292,0.0106283192421133,9.47908802816901,0.00167586600603582,0.00130829794521002,17.9598591549296,0.184402319337846,0.0915298861626014,-0.37112676056338,-0.0443119035752991,-0.572217711383755,NA,NA,NA,10.7968309859155,1.33582218545516,-0.119316859325888,12.6978873239437,0.128713901893418,0.234472066554058,46,108,958.1,953.3,956.2,11.6,3.4,6.5,0,97.2,64.4,88.9,5.1,0.8,1.6,59,109.804195804196,972.8,968,970.760839160839,12.6,5.2,7.51608391608392,0,100,73,96.6643356643357,1.4013986013986,3.8,184.713286713287,NA,NA,NA,NA,NA,NA,NA,NA,11.7979622776957,0.0505929643048611,360.256243346928,0.0157224916242127,13.7419669521491,0.0143976022454622,8.575,0.0781573149188847,11.217156567837,11.05,0.0434011902562237
2020-10-20,0.00027777777777777,0.00194444444444444,0.00680555555555556,0.00041666666666666,0.0628472222222222,0.00895833333333334,0.00791666666666667,0.00243055555555556,0.0454166666666667,0.000625,0.0763194444444444,0.00041666666666666,0.00180555555555556,0.0415277777777778,0.00069444444444444,0.00305555555555556,0.00152777777777778,0.00013888888888888,0.00416666666666666,0.00152777777777778,0,0.00180555555555556,0.00097222222222222,6.94444444444446e-05,0,0.0104166666666667,0.0979861111111111,0.0459027777777778,0.0561805555555556,0.0713194444444444,0.0281944444444444,0.0110416666666667,0.005625,0.00090277777777777,0.0109027777777778,0.00659722222222222,13.8784295774648,0.00321751512246444,0.00176010959310336,0.346051056338028,0.000622576651075023,0.0016355635512881,89.6139084507042,0.0180063589882517,0.00913837415768447,8.77341549295775,0.017560809706229,0.00934970460056703,9.47377992957746,0.00230892274236486,0.00118554587084894,19.3082746478873,0.164955631408255,0.0868462155211392,-0.392429577464789,-0.0840381167071484,-0.570817246742529,NA,NA,NA,3.58855633802817,2.99211372395593,0.252504263409925,13.1596830985915,0.121932146637941,0.203418487771946,75,105,953.4,947.5,951.4,15.1,3.6,9,0,100,48,79.1,4.7,1,2.2,166,112.944444444444,968.2,961.8,965.803472222222,15.5,3.7,9.40277777777778,0.1,100,60,89.4097222222222,2.11875,5.9,203.555555555556,NA,NA,NA,NA,NA,NA,NA,NA,12.0524052968577,0.0502580325034674,350.987630071695,0.0141153943882902,13.648478713448,0.0176323548519107,9.1625,0.109830212149426,9.15885265309337,11.3,0.0378422997398123
2020-10-21,0.00055555555555555,0.00937500000000001,0.00979166666666667,0.00194444444444444,0.0690277777777778,0.0125,0.00666666666666667,0.00375,0.0371527777777778,0.00020833333333333,0.0770138888888889,0.00027777777777777,0.00284722222222222,0.0522916666666667,0.00041666666666666,0.00486111111111111,0.00131944444444444,6.94444444444446e-05,0.00555555555555556,0.00215277777777778,0.00041666666666666,0.00243055555555556,0.00055555555555555,0.0111111111111111,0.00041666666666666,0.010625,0.0862500000000001,0.038125,0.0534027777777778,0.0641666666666667,0.0267361111111111,0.0120138888888889,0.00451388888888889,0.00020833333333333,0.01125,0.00631944444444445,13.7807007042254,0.00183228233285805,0.00197059727118517,0.344929577464789,0.000890603323805591,0.00168428156131398,89.3591725352113,0.0143316135819628,0.0102754330642675,8.76232394366197,0.0139946837152018,0.0102370872797066,9.47303345070423,0.00165264386209524,0.00147197741833769,18.7984154929577,0.124743930662173,0.0892861225290164,-0.336267605633803,-0.104741955338329,-0.713767747193653,NA,NA,NA,-0.650704225352113,-6.04033793982099,0.379842324721559,13.8304577464789,0.0755429839847513,0.212570972653232,67,51,951.9,946.3,948.5,15.7,7.9,11.7,0,87.1,51.5,73.6,1,0.9,1.7,18,49.1468531468531,966.3,960.3,962.717482517482,14.3,8.2,11.4608391608392,0.1,100,80,93.972027972028,1.87692307692308,4.7,233.958041958042,NA,NA,NA,NA,NA,NA,NA,NA,11.7575929768167,0.0469809074582646,339.772247793692,0.0183210921790121,13.5533754344534,0.0151034849024408,9.325,0.0396099072350759,2.99808053684829,11.2,0.029030119073319
2020-10-22,0.00013888888888888,0.00152777777777778,0.01375,0.00048611111111111,0.0711805555555556,0.0127777777777778,0.00840277777777778,0.00354166666666667,0.0461805555555556,0.000625,0.0927083333333334,0.00055555555555555,0.00305555555555556,0.0488888888888889,0.00076388888888889,0.00625,0.00180555555555556,0.00013888888888888,0.00451388888888889,0.00173611111111111,0.00041666666666666,0.00173611111111111,0.00020833333333333,0,0,0.0150694444444444,0.0954861111111111,0.0456944444444444,0.0559027777777778,0.0654166666666667,0.0286111111111111,0.0120833333333333,0.00402777777777778,0.00055555555555555,0.0103472222222222,0.00722222222222222,13.7204313380282,0.00266874640109152,0.00311359318367793,0.344621478873239,0.00099976744265955,0.00206500050819284,90.0795774647887,0.0141394680754539,0.010511274278206,8.84119718309859,0.0142562782953776,0.0103562307782569,9.02867605633803,0.0519837766335255,0.00152031360124586,19.0924295774648,0.132196325993385,0.0891617953165591,0.0630281690140845,6.81287084016633,-0.102510892651942,NA,NA,NA,4.23204225352113,3.01274394535537,0.339293047191524,13.2661971830986,0.0873195511160211,0.219178758893866,79,85,954.5,952,953.2,17.6,8.7,12.7,1.7,99.4,48.9,78.4,2.8,1.1,2.7,288,91.4652777777778,968.9,966.1,967.450694444444,17.7,8.8,12.7916666666667,1.1,100,66,91.3819444444444,1.78194444444444,4,213.027777777778,"three",1.305,30.2,10.6,NA,15,1.558,NA,11.6527014563693,0.0408089453920904,340.135602434869,0.0210448091977614,13.5864496619861,0.0112177010911382,9.125,0.0893671585221923,13.2947759732055,11.3125,0.0166637957005798
2020-10-23,0.00034722222222222,0.00118055555555556,0.0186805555555556,0.00041666666666666,0.112986111111111,0.0138194444444444,0.00708333333333333,0.00527777777777778,0.0438888888888889,0.000625,0.103680555555556,0.00083333333333333,0.00333333333333333,0.0595833333333333,6.94444444444446e-05,0.00604166666666667,0.00229166666666667,0.00013888888888888,0.00388888888888889,0.00173611111111111,0.00027777777777777,0.00173611111111111,0.00131944444444445,0,0,0.0173611111111111,0.0934722222222222,0.0431944444444444,0.0466666666666667,0.060625,0.0251388888888889,0.0109722222222222,0.00423611111111111,0.00020833333333333,0.00958333333333333,0.00569444444444444,13.750573943662,0.00273972439736759,0.0026181772056975,0.344603873239437,0.000917678621373518,0.0018914383638707,91.9185563380282,0.0224525566802033,0.0164108210305826,9.01901408450704,0.0222216711476651,0.0156280476557636,8.60925176056338,0.00318307056718563,0.00265546943115253,18.3336267605634,0.184684560075636,0.144177114398939,0.507570422535211,0.0934551324258174,0.499669344200215,NA,NA,NA,-1.57552816901408,-1.80139383959231,0.159872095944746,14.275,0.0859190199580621,0.270159001885475,100,16,953.5,949.7,951.7,13,10.6,11.9,20.3,99.7,91.8,97.2,0,1.3,3.5,225,28.4545454545455,967.7,963.9,965.890909090909,14,11.8,12.893006993007,28.6,100,91,99.5524475524475,1.74615384615385,5.3,161.272727272727,NA,NA,NA,NA,NA,NA,NA,NA,12.1145856550536,0.0459251734047194,339.846530076104,0.0101102766100312,13.4917048501285,0.00949040548218332,8.5875,0.134213596977933,1.94079489716645,11.4625,0.0186164439897675
2020-10-24,0.00020833333333333,0.00104166666666667,0.0140972222222222,0.00048611111111111,0.113472222222222,0.0166666666666667,0.00847222222222222,0.00354166666666667,0.0426388888888889,0.00083333333333333,0.0984027777777778,0.00034722222222222,0.00243055555555556,0.0493055555555556,0.00020833333333333,0.005625,0.00180555555555556,0,0.0098611111111111,0.00159722222222222,0.000625,0.00270833333333334,0.00048611111111111,0.00027777777777777,0,0.0172222222222222,0.0861805555555556,0.0377083333333333,0.0430555555555556,0.0535416666666667,0.0248611111111111,0.00972222222222223,0.00534722222222222,0.00027777777777777,0.00993055555555555,0.00541666666666667,13.7815281690141,0.00424999649429155,0.00377682267254897,0.344484154929577,0.00119260374224298,0.00227822441890314,92.4831866197183,0.0173009314188828,0.0136885937250514,9.06742957746479,0.0165130210296904,0.013334480122263,8.61516549295775,0.0023889206061,0.00207862918422376,16.9401408450704,0.162625782166322,0.111984575518214,0.5875,0.106486697316665,0.502778461462451,NA,NA,NA,4.81830985915493,3.08544718375738,0.0958709022983305,14.1024647887324,0.147525650649644,0.256055558415876,79,87,955.4,950.1,953.4,15.2,7.3,11.1,0.8,97.8,61.4,86.4,3.9,1.8,3.7,228,114.708333333333,969.8,964.3,967.701388888889,16.2,7.2,12.0555555555556,3.4,100,68,92.625,1.97986111111111,6.2,190.222222222222,NA,NA,NA,NA,NA,NA,NA,NA,11.954800140693,0.0461627517323568,345.139651205682,0.0164281314607082,13.6141319883795,0.0128795191982601,9.6375,0.0751182822477575,18.608100393189,11.9125,0.0202850904800327
